date,deepDetected,deepPossible,gasvBuoyDetected,gasvBuoyPossible,gliderDetected,gliderPossible,midDetected,midPossible,shallowDetected,shallowPossible,vanfBuoyDetected,vanfBuoyPossible
12/6/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/7/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/8/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/9/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/10/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/11/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/12/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/13/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/14/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/15/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
12/16/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0
12/17/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
12/18/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
12/19/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/20/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/21/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
12/22/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
12/23/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,0
12/24/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0
12/25/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0
12/26/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0
12/27/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/28/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
12/29/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
12/30/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
12/31/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
1/1/2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1/2/2025,0,0,NA,NA,0,0,0,0,NA,NA,22,0
1/3/2025,0,0,NA,NA,1,0,1,0,NA,NA,0,0
1/4/2025,0,0,NA,NA,0,0,1,0,NA,NA,2,0
1/5/2025,0,0,NA,NA,0,0,0,0,NA,NA,1,0
1/6/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/7/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/8/2025,0,0,NA,NA,0,0,0,0,NA,NA,55,0
1/9/2025,0,0,NA,NA,1,0,0,0,NA,NA,1,0
1/10/2025,0,0,NA,NA,1,0,2,0,NA,NA,4,0
1/11/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/12/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/13/2025,0,0,NA,NA,1,0,0,0,NA,NA,0,0
1/14/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/15/2025,0,0,NA,NA,1,0,0,0,NA,NA,1,0
1/16/2025,0,0,NA,NA,0,0,1,0,NA,NA,0,0
1/17/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/18/2025,0,0,NA,NA,0,0,1,0,NA,NA,0,0
1/19/2025,0,0,NA,NA,0,0,0,0,NA,NA,4,0
1/20/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/21/2025,0,0,NA,NA,0,0,0,0,NA,NA,3,1
1/22/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/23/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/24/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/25/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/26/2025,0,0,NA,NA,0,0,0,0,NA,NA,14,0
1/27/2025,0,0,NA,NA,0,0,25,0,NA,NA,7,0
1/28/2025,0,0,NA,NA,0,0,0,0,NA,NA,12,0
1/29/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/30/2025,0,0,NA,NA,0,0,0,0,NA,NA,0,0
1/31/2025,0,0,NA,NA,NA,NA,0,1,NA,NA,0,0
2/1/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/2/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/3/2025,0,0,NA,NA,NA,NA,3,0,NA,NA,0,0
2/4/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,15,0
2/5/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,17,0
2/6/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,7,0
2/7/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/8/2025,0,0,NA,NA,NA,NA,1,0,NA,NA,1,0
2/9/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/10/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,7,0
2/11/2025,5,0,NA,NA,NA,NA,0,0,NA,NA,6,0
2/12/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/13/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/14/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/15/2025,1,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/16/2025,2,0,NA,NA,NA,NA,0,0,NA,NA,16,0
2/17/2025,2,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/18/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/19/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/20/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/21/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/22/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/23/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/24/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/25/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/26/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/27/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
2/28/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/1/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/2/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/3/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,4,0
3/4/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/5/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/6/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/7/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/8/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/9/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/10/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/11/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/12/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/13/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/14/2025,0,0,NA,NA,NA,NA,1,0,NA,NA,0,0
3/15/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/16/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/17/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/18/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/19/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/20/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/21/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/22/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/23/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/24/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/25/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/26/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/27/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/28/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/29/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/30/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
3/31/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/1/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/2/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/3/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/4/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/5/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/6/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/7/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/8/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/9/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/10/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/11/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/12/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/13/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/14/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/15/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/16/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/17/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/18/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/19/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/20/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/21/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/22/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/23/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/24/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/25/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/26/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/27/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/28/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/29/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
4/30/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/1/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/2/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/3/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/4/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/5/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/6/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/7/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/8/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/9/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/10/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/11/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/12/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/13/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/14/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/15/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/16/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/17/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/18/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/19/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/20/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/21/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/22/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/23/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/24/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/25/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/26/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/27/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/28/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/29/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/30/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0
5/31/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/1/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/2/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/3/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/4/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/5/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/6/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/7/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/8/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/9/2025,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
6/10/2025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/11/2025,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/13/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/14/2025,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA
12/15/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/16/2025,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
12/17/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/18/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/19/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/20/2025,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
12/21/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/22/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/23/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/24/2025,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA
12/25/2025,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
12/26/2025,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA
12/27/2025,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA
12/28/2025,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA
12/29/2025,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA
12/30/2025,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
12/31/2025,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA
1/1/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/2/2026,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
1/3/2026,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
1/4/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/5/2026,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
1/6/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/7/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/8/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/9/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/10/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/11/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/12/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/13/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/14/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/15/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/16/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/17/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/18/2026,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA
1/19/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/20/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/21/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1/22/2026,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA
1/23/2026,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
